tutorial_id,tutorial_title,file,track,rank,domain,root,spec_path,difficulty,score,confidence,evidence_terms,source_line
invasive-carcinoma-ductal-lobular-special-types,"Invasive Carcinoma (Ductal, Lobular, Special Types)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Breast,"Breast > Normal Anatomy and Histology > Diabetic mastopathy > Invasive ductal carcinoma, NOS",C,1.7833,high,invasive; ductal; carcinoma; no; breast,347
invasive-carcinoma-ductal-lobular-special-types,"Invasive Carcinoma (Ductal, Lobular, Special Types)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Breast,Breast > Normal Anatomy and Histology > Diabetic mastopathy > Invasive lobular carcinoma,C,1.7173,high,invasive; lobular; carcinoma; breast,419
invasive-carcinoma-ductal-lobular-special-types,"Invasive Carcinoma (Ductal, Lobular, Special Types)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Breast,Breast > Lung Primary > Carcinoma,F,1.6481,high,carcinoma; breast,5025
invasive-carcinoma-ductal-lobular-special-types,"Invasive Carcinoma (Ductal, Lobular, Special Types)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Breast,Breast > Normal Cytology > Pregnancy and Lactational Changes > Lobular Carcinoma,F,1.6068,high,lobular; carcinoma; breast,5740
invasive-carcinoma-ductal-lobular-special-types,"Invasive Carcinoma (Ductal, Lobular, Special Types)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,AP,Breast,Breast > Normal Cytology > Pregnancy and Lactational Changes > Ductal Carcinoma,F,1.6029,high,ductal; carcinoma; breast,5739
invasive-carcinoma-ductal-lobular-special-types,"Invasive Carcinoma (Ductal, Lobular, Special Types)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Breast,Breast > Normal Anatomy and Histology > Diabetic mastopathy > Tubular carcinoma,AR,1.575,high,tubular; carcinoma; breast,422
fibroepithelial-lesions-phyllodes,Fibroepithelial Lesions (Phyllodes),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Breast,Breast > Lung Primary > Lung FNA > Epithelial,AR,1.1418,high,epithelial; breast; lung,4999
fibroepithelial-lesions-phyllodes,Fibroepithelial Lesions (Phyllodes),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Breast,Breast > Normal Cytology > Pregnancy and Lactational Changes > Fibroepithelial Lesions,AR,1.0491,high,fibroepithelial; lesion; breast,5735
fibroepithelial-lesions-phyllodes,Fibroepithelial Lesions (Phyllodes),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Breast,Breast > Lung Primary > GI Primary,F,1.0298,high,gi; breast; lung,4425
fibroepithelial-lesions-phyllodes,Fibroepithelial Lesions (Phyllodes),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Breast,Breast > Lung Primary > Pelvic Washings > Malignant,F,0.9659,high,malignant; breast; lung,4494
fibroepithelial-lesions-phyllodes,Fibroepithelial Lesions (Phyllodes),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,AP,Breast,Breast > Lung Primary > Sarcoma,F,0.9631,high,breast; lung,5042
fibroepithelial-lesions-phyllodes,Fibroepithelial Lesions (Phyllodes),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Breast,Breast > Normal Cytology > Pregnancy and Lactational Changes > Phyllodes Tumors,F,0.9343,high,phyllode; breast,5737
biomarkers-er-pr-her2,Biomarkers (ER/PR/HER2),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Breast,Breast > Lung Primary > Carcinoma,F,1.6231,high,carcinoma; breast,5025
biomarkers-er-pr-her2,Biomarkers (ER/PR/HER2),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Breast,Breast > Normal Cytology > Pregnancy and Lactational Changes > Ductal Carcinoma,F,1.5529,high,ductal; carcinoma; breast,5739
biomarkers-er-pr-her2,Biomarkers (ER/PR/HER2),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Breast,Breast > Lung Primary > Salivary Gland FNA > Reporting Guidelines,AR,1.5243,high,reporting; guideline; breast,5425
biomarkers-er-pr-her2,Biomarkers (ER/PR/HER2),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Breast,"Breast > Normal Cytology > Pregnancy and Lactational Changes > Ancillary Testing (e.g., IHC, ER/PR, Her2, Molecular)",F,1.5091,high,testing; ihc; immunohistochemistry; immunostain; er; pr; her2; breast,5725
biomarkers-er-pr-her2,Biomarkers (ER/PR/HER2),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,AP,Breast,Breast > Lung Primary > Fibrolamellar Carcinoma > Carcinoma,AR,1.46,high,carcinoma; breast,5191
biomarkers-er-pr-her2,Biomarkers (ER/PR/HER2),src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Breast,Breast > Lung Primary > The Urinary Tract > Carcinoma,F,1.4261,high,carcinoma; breast,4794
ap-cytopathology,AP: Cytopathology,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Breast,Breast > Lung Primary > Salivary Gland FNA > Adenoid Cystic Carcinoma,AR,1.2897,high,adenoid; cystic; carcinoma; salivary; gland; fna,5375
ap-cytopathology,AP: Cytopathology,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Breast,Breast > Lung Primary > Salivary Gland FNA > Mucoepidermoid Carcinoma,AR,1.2533,high,mucoepidermoid; carcinoma; salivary; gland; fna,5376
ap-cytopathology,AP: Cytopathology,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Head and Neck,Head and Neck > Salivary Glands,C,1.22,high,salivary; gland; head; neck,1499
ap-cytopathology,AP: Cytopathology,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Breast,Breast > Lung Primary > Salivary Gland FNA > Management,AR,1.1214,high,salivary; gland; fna,5427
ap-cytopathology,AP: Cytopathology,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,AP,Breast,Breast > Lung Primary > Salivary Gland FNA,C,1.0614,high,salivary; gland; fna,5360
ap-cytopathology,AP: Cytopathology,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Dermatopathology,Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Adenoid Cystic Carcinoma,F,1.0223,high,adenoid; cystic; carcinoma,8499
fna-thyroid-lung-salivary,"FNA (Thyroid, Lung, Salivary)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Classic",AR,1.445,high,classic; system,17171
fna-thyroid-lung-salivary,"FNA (Thyroid, Lung, Salivary)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Classic > Acute Lymphoblastic Leukemia/Lymphoma",AR,1.3745,high,acute; lymphoblastic; leukemia; system; classic,17172
fna-thyroid-lung-salivary,"FNA (Thyroid, Lung, Salivary)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Endocrine,"The Endocrine System > The Thyroid > Inflammatory, Metabolic, Non-Infectious & Infectious > Papillary carcinoma",C,1.3245,high,papillary; carcinoma; system; thyroid,2702
fna-thyroid-lung-salivary,"FNA (Thyroid, Lung, Salivary)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Endocrine,The Endocrine System > The Skin and Nails > Cytochemical and Advanced Hematology Stains > Molecular Testing,F,1.3077,high,molecular; testing; system,11770
fna-thyroid-lung-salivary,"FNA (Thyroid, Lung, Salivary)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,AP,Breast,Breast > Lung Primary > Salivary Gland FNA > Mucoepidermoid Carcinoma,AR,1.2649,high,mucoepidermoid; carcinoma; lung; salivary; gland; fna,5376
fna-thyroid-lung-salivary,"FNA (Thyroid, Lung, Salivary)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Breast,Breast > Lung Primary > Salivary Gland FNA > Pleomorphic Adenoma,AR,1.256,high,pleomorphic; adenoma; lung; salivary; gland; fna,5378
gynecologic-pap-smear-bethesda,"Gynecologic (Pap Smear, Bethesda)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Cytopathology,"Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > Atypical Squamous Cells",F,1.0209,high,atypical; squamou; cell; cervical; cytology,4165
gynecologic-pap-smear-bethesda,"Gynecologic (Pap Smear, Bethesda)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Cytopathology,"Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > ASC-US",F,0.9445,high,asc; cervical; cytology,4166
gynecologic-pap-smear-bethesda,"Gynecologic (Pap Smear, Bethesda)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Cytopathology,"Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Other Lower Anogenital Tract, Men & Women (e.g., Anal, Vulvar) > ASC-US",F,0.9347,high,asc; cervical; cytology; lower; tract,4214
gynecologic-pap-smear-bethesda,"Gynecologic (Pap Smear, Bethesda)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Cytopathology,"Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > LSIL (i.e., Low Grade Squamous Intraepithelial Lesion)",AR,0.8979,high,lsil; low; grade; squamou; intraepithelial; lesion; cervical; cytology,4169
gynecologic-pap-smear-bethesda,"Gynecologic (Pap Smear, Bethesda)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,AP,Cytopathology,Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Pleural and Pericardial Effusions > Reactive,F,0.8923,high,reactive; cervical; cytology,4323
gynecologic-pap-smear-bethesda,"Gynecologic (Pap Smear, Bethesda)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Cytopathology,"Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Other Lower Anogenital Tract, Men & Women (e.g., Anal, Vulvar) > LSIL",F,0.8788,high,lsil; cervical; cytology; lower; tract,4217
non-gyn-fluids-urine,"Non-Gyn (Fluids, Urine)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Breast,Breast > Lung Primary > The Urinary Tract > High Grade Urothelial Carcinoma,AR,1.1863,high,grade; urothelial; carcinoma; urinary; tract,4753
non-gyn-fluids-urine,"Non-Gyn (Fluids, Urine)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Breast,Breast > Lung Primary > The Urinary Tract > Low Grade Urothelial Neoplasm (LGUN) > Adenocarcinoma,AR,1.0843,high,adenocarcinoma; urinary; tract; low; grade; urothelial,4791
non-gyn-fluids-urine,"Non-Gyn (Fluids, Urine)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Cytopathology,Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Pleural and Pericardial Effusions > Ancillary Studies,F,1.0696,high,ancillary; studie; cytopathology; cytology; pleural; effusion,4312
non-gyn-fluids-urine,"Non-Gyn (Fluids, Urine)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Breast,Breast > Lung Primary > The Urinary Tract > Carcinoma,F,1.0368,high,carcinoma; urinary; tract,4794
non-gyn-fluids-urine,"Non-Gyn (Fluids, Urine)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,CP,Hematopathology for Clinical Pathology,Hematopathology for Clinical Pathology > Fluid Specimens > CSF,C,1.0328,high,csf; fluid,2481
non-gyn-fluids-urine,"Non-Gyn (Fluids, Urine)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Cytopathology,Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Pleural and Pericardial Effusions > Reactive,F,1.016,high,reactive; cytopathology; cytology; pleural; effusion,4323
adrenal-cortical-pheochromocytoma,"Adrenal (Cortical, Pheochromocytoma)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Medullary, including C-cell Hyperplasia > Adrenal Cortical Neoplasm > Pheochromocytoma",C,1.8035,high,pheochromocytoma; endocrine; normal; including; cell; adrenal; cortical; neoplasm,17018
adrenal-cortical-pheochromocytoma,"Adrenal (Cortical, Pheochromocytoma)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Medullary, including C-cell Hyperplasia > Adrenal Cortical Neoplasm",C,1.666,high,adrenal; cortical; neoplasm; endocrine; normal; including; cell,17017
adrenal-cortical-pheochromocytoma,"Adrenal (Cortical, Pheochromocytoma)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Endocrine,The Endocrine System > The Adrenal Glands,C,1.6163,high,adrenal; gland; endocrine,2787
adrenal-cortical-pheochromocytoma,"Adrenal (Cortical, Pheochromocytoma)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Endocrine,The Endocrine System > The Skin and Nails > Obesity,C,1.5937,high,obesity; endocrine,10473
adrenal-cortical-pheochromocytoma,"Adrenal (Cortical, Pheochromocytoma)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Classic",AR,1.5918,high,classic; endocrine; normal,17171
adrenal-cortical-pheochromocytoma,"Adrenal (Cortical, Pheochromocytoma)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Endocrine,The Endocrine System > The Pituitary,C,1.5327,high,pituitary; endocrine,2641
parathyroid,Parathyroid,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Parathyroid Pathology > Hyperplasia",AR,1.6797,high,hyperplasia; endocrine; normal; parathyroid,16963
parathyroid,Parathyroid,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Parathyroid Pathology > Adenoma",AR,1.6756,high,adenoma; endocrine; normal; parathyroid,16964
parathyroid,Parathyroid,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Parathyroid Pathology > Adenoma",AR,1.6756,high,adenoma; endocrine; normal; parathyroid,16970
parathyroid,Parathyroid,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Parathyroid Pathology > Carcinoma",AR,1.6683,high,carcinoma; endocrine; normal; parathyroid,16971
parathyroid,Parathyroid,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Classic",AR,1.5918,high,classic; endocrine; normal,17171
parathyroid,Parathyroid,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Endocrine,The Endocrine System > The Parathyroid,C,1.5577,high,parathyroid; endocrine,2761
pituitary-adenomas,Pituitary Adenomas,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Endocrine,The Endocrine System > The Pituitary,C,1.5577,high,pituitary; endocrine,2641
pituitary-adenomas,Pituitary Adenomas,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Classic",AR,1.4873,high,classic; endocrine,17171
pituitary-adenomas,Pituitary Adenomas,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Papillary",AR,1.4538,high,papillary; endocrine,16973
pituitary-adenomas,Pituitary Adenomas,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Endocrine,"The Endocrine System > The Thyroid > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Pituitary Adenomas",F,1.4391,high,pituitary; adenoma; endocrine,2679
pituitary-adenomas,Pituitary Adenomas,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,AP,Endocrine,The Endocrine System > The Skin and Nails > Cytochemical and Advanced Hematology Stains > Immunohistochemistry,F,1.3973,high,immunohistochemistry; endocrine; stain,11747
pituitary-adenomas,Pituitary Adenomas,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Endocrine,"The Endocrine System > Normal Anatomy, Histology, and Development > Parathyroid Pathology > Adenoma",AR,1.3736,high,adenoma; endocrine,16964
thyroid-nodules-ca-thyroiditis,"Thyroid (Nodules, Ca, Thyroiditis)",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Endocrine,"The Endocrine System > The Thyroid > Inflammatory, Metabolic, Non-Infectious & Infectious > Thyroiditis",C,1.8254,high,thyroiditi; system; thyroid; inflammatory; non,2693
